"","country","continent","year","lifeExp","pop","gdpPercap","diff_lifeExp","diff_pop"
"364","Cote d'Ivoire","Africa",1967,47.35,4744870,2052.050473,2.42,912462
"365","Cote d'Ivoire","Africa",1972,49.801,6071696,2378.201111,2.451,1326826
"366","Cote d'Ivoire","Africa",1977,52.374,7459574,2517.736547,2.573,1387878
"367","Cote d'Ivoire","Africa",1982,53.983,9025951,2602.710169,1.60899999999999,1566377
"368","Cote d'Ivoire","Africa",1987,54.655,10761098,2156.956069,0.672000000000004,1735147
"369","Cote d'Ivoire","Africa",1992,52.044,12772596,1648.073791,-2.611,2011498
"370","Cote d'Ivoire","Africa",1997,47.991,14625967,1786.265407,-4.053,1853371
"371","Cote d'Ivoire","Africa",2002,46.832,16252726,1648.800823,-1.159,1626759
"372","Cote d'Ivoire","Africa",2007,48.328,18013409,1544.750112,1.496,1760683
"373","Croatia","Europe",1952,61.21,3882229,3119.23652,0,0
"374","Croatia","Europe",1957,64.77,3991242,4338.231617,3.56,109013
"375","Croatia","Europe",1962,67.13,4076557,5477.890018,2.36,85315
"376","Croatia","Europe",1967,68.5,4174366,6960.297861,1.37,97809
"377","Croatia","Europe",1972,69.61,4225310,9164.090127,1.11,50944
"378","Croatia","Europe",1977,70.64,4318673,11305.38517,1.03,93363
"379","Croatia","Europe",1982,70.46,4413368,13221.82184,-0.180000000000007,94695
"380","Croatia","Europe",1987,71.52,4484310,13822.58394,1.06,70942
"381","Croatia","Europe",1992,72.527,4494013,8447.794873,1.00700000000001,9703
"382","Croatia","Europe",1997,73.68,4444595,9875.604515,1.15300000000001,-49418
"383","Croatia","Europe",2002,74.876,4481020,11628.38895,1.196,36425
"384","Croatia","Europe",2007,75.748,4493312,14619.22272,0.872,12292
"385","Cuba","Americas",1952,59.421,6007797,5586.53878,0,0
"386","Cuba","Americas",1957,62.325,6640752,6092.174359,2.904,632955
"387","Cuba","Americas",1962,65.246,7254373,5180.75591,2.92099999999999,613621
"388","Cuba","Americas",1967,68.29,8139332,5690.268015,3.04400000000001,884959
"389","Cuba","Americas",1972,70.723,8831348,5305.445256,2.43299999999999,692016
"390","Cuba","Americas",1977,72.649,9537988,6380.494966,1.926,706640
"391","Cuba","Americas",1982,73.717,9789224,7316.918107,1.068,251236
"392","Cuba","Americas",1987,74.174,10239839,7532.924763,0.457000000000008,450615
"393","Cuba","Americas",1992,74.414,10723260,5592.843963,0.239999999999995,483421
"394","Cuba","Americas",1997,76.151,10983007,5431.990415,1.73699999999999,259747
"395","Cuba","Americas",2002,77.158,11226999,6340.646683,1.00700000000001,243992
"396","Cuba","Americas",2007,78.273,11416987,8948.102923,1.11499999999999,189988
"397","Czech Republic","Europe",1952,66.87,9125183,6876.14025,0,0
"398","Czech Republic","Europe",1957,69.03,9513758,8256.343918,2.16,388575
"399","Czech Republic","Europe",1962,69.9,9620282,10136.86713,0.870000000000005,106524
"400","Czech Republic","Europe",1967,70.38,9835109,11399.44489,0.47999999999999,214827
"401","Czech Republic","Europe",1972,70.29,9862158,13108.4536,-0.0899999999999892,27049
"402","Czech Republic","Europe",1977,70.71,10161915,14800.16062,0.419999999999987,299757
"403","Czech Republic","Europe",1982,70.96,10303704,15377.22855,0.25,141789
"404","Czech Republic","Europe",1987,71.58,10311597,16310.4434,0.620000000000005,7893
"405","Czech Republic","Europe",1992,72.4,10315702,14297.02122,0.820000000000007,4105
"406","Czech Republic","Europe",1997,74.01,10300707,16048.51424,1.61,-14995
"407","Czech Republic","Europe",2002,75.51,10256295,17596.21022,1.5,-44412
"408","Czech Republic","Europe",2007,76.486,10228744,22833.30851,0.975999999999999,-27551
"409","Denmark","Europe",1952,70.78,4334000,9692.385245,0,0
"410","Denmark","Europe",1957,71.81,4487831,11099.65935,1.03,153831
"411","Denmark","Europe",1962,72.35,4646899,13583.31351,0.539999999999992,159068
"412","Denmark","Europe",1967,72.96,4838800,15937.21123,0.609999999999999,191901
"413","Denmark","Europe",1972,73.47,4991596,18866.20721,0.510000000000005,152796
"414","Denmark","Europe",1977,74.69,5088419,20422.9015,1.22,96823
"415","Denmark","Europe",1982,74.63,5117810,21688.04048,-0.0600000000000023,29391
"416","Denmark","Europe",1987,74.8,5127024,25116.17581,0.170000000000002,9214
"417","Denmark","Europe",1992,75.33,5171393,26406.73985,0.530000000000001,44369
"418","Denmark","Europe",1997,76.11,5283663,29804.34567,0.780000000000001,112270
"419","Denmark","Europe",2002,77.18,5374693,32166.50006,1.07000000000001,91030
"420","Denmark","Europe",2007,78.332,5468120,35278.41874,1.15199999999999,93427
"421","Djibouti","Africa",1952,34.812,63149,2669.529475,0,0
"422","Djibouti","Africa",1957,37.328,71851,2864.969076,2.51600000000001,8702
"423","Djibouti","Africa",1962,39.693,89898,3020.989263,2.36499999999999,18047
"424","Djibouti","Africa",1967,42.074,127617,3020.050513,2.381,37719
"425","Djibouti","Africa",1972,44.366,178848,3694.212352,2.292,51231
"426","Djibouti","Africa",1977,46.519,228694,3081.761022,2.153,49846
"427","Djibouti","Africa",1982,48.812,305991,2879.468067,2.293,77297
"428","Djibouti","Africa",1987,50.04,311025,2880.102568,1.228,5034
"429","Djibouti","Africa",1992,51.604,384156,2377.156192,1.564,73131
"430","Djibouti","Africa",1997,53.157,417908,1895.016984,1.553,33752
"431","Djibouti","Africa",2002,53.373,447416,1908.260867,0.216000000000001,29508
"432","Djibouti","Africa",2007,54.791,496374,2082.481567,1.418,48958
"433","Dominican Republic","Americas",1952,45.928,2491346,1397.717137,0,0
"434","Dominican Republic","Americas",1957,49.828,2923186,1544.402995,3.90000000000001,431840
"435","Dominican Republic","Americas",1962,53.459,3453434,1662.137359,3.631,530248
"436","Dominican Republic","Americas",1967,56.751,4049146,1653.723003,3.29199999999999,595712
"437","Dominican Republic","Americas",1972,59.631,4671329,2189.874499,2.88,622183
"438","Dominican Republic","Americas",1977,61.788,5302800,2681.9889,2.157,631471
"439","Dominican Republic","Americas",1982,63.727,5968349,2861.092386,1.939,665549
"440","Dominican Republic","Americas",1987,66.046,6655297,2899.842175,2.31900000000001,686948
"441","Dominican Republic","Americas",1992,68.457,7351181,3044.214214,2.41099999999999,695884
"442","Dominican Republic","Americas",1997,69.957,7992357,3614.101285,1.5,641176
"443","Dominican Republic","Americas",2002,70.847,8650322,4563.808154,0.890000000000001,657965
"444","Dominican Republic","Americas",2007,72.235,9319622,6025.374752,1.38800000000001,669300
"445","Ecuador","Americas",1952,48.357,3548753,3522.110717,0,0
"446","Ecuador","Americas",1957,51.356,4058385,3780.546651,2.999,509632
"447","Ecuador","Americas",1962,54.64,4681707,4086.114078,3.284,623322
"448","Ecuador","Americas",1967,56.678,5432424,4579.074215,2.038,750717
"449","Ecuador","Americas",1972,58.796,6298651,5280.99471,2.118,866227
"450","Ecuador","Americas",1977,61.31,7278866,6679.62326,2.514,980215
"451","Ecuador","Americas",1982,64.342,8365850,7213.791267,3.032,1086984
"452","Ecuador","Americas",1987,67.231,9545158,6481.776993,2.889,1179308
"453","Ecuador","Americas",1992,69.613,10748394,7103.702595,2.38200000000001,1203236
"454","Ecuador","Americas",1997,72.312,11911819,7429.455877,2.699,1163425
"455","Ecuador","Americas",2002,74.173,12921234,5773.044512,1.861,1009415
"456","Ecuador","Americas",2007,74.994,13755680,6873.262326,0.820999999999998,834446
"457","Egypt","Africa",1952,41.893,22223309,1418.822445,0,0
"458","Egypt","Africa",1957,44.444,25009741,1458.915272,2.551,2786432
"459","Egypt","Africa",1962,46.992,28173309,1693.335853,2.54799999999999,3163568
"460","Egypt","Africa",1967,49.293,31681188,1814.880728,2.301,3507879
"461","Egypt","Africa",1972,51.137,34807417,2024.008147,1.844,3126229
"462","Egypt","Africa",1977,53.319,38783863,2785.493582,2.182,3976446
"463","Egypt","Africa",1982,56.006,45681811,3503.729636,2.687,6897948
"464","Egypt","Africa",1987,59.797,52799062,3885.46071,3.791,7117251
"465","Egypt","Africa",1992,63.674,59402198,3794.755195,3.877,6603136
"466","Egypt","Africa",1997,67.217,66134291,4173.181797,3.543,6732093
"467","Egypt","Africa",2002,69.806,73312559,4754.604414,2.589,7178268
"468","Egypt","Africa",2007,71.338,80264543,5581.180998,1.532,6951984
"469","El Salvador","Americas",1952,45.262,2042865,3048.3029,0,0
"470","El Salvador","Americas",1957,48.57,2355805,3421.523218,3.308,312940
"471","El Salvador","Americas",1962,52.307,2747687,3776.803627,3.737,391882
"472","El Salvador","Americas",1967,55.855,3232927,4358.595393,3.54799999999999,485240
"473","El Salvador","Americas",1972,58.207,3790903,4520.246008,2.352,557976
"474","El Salvador","Americas",1977,56.696,4282586,5138.922374,-1.511,491683
"475","El Salvador","Americas",1982,56.604,4474873,4098.344175,-0.0919999999999987,192287
"476","El Salvador","Americas",1987,63.154,4842194,4140.442097,6.55,367321
"477","El Salvador","Americas",1992,66.798,5274649,4444.2317,3.644,432455
"478","El Salvador","Americas",1997,69.535,5783439,5154.825496,2.73699999999999,508790
"479","El Salvador","Americas",2002,70.734,6353681,5351.568666,1.199,570242
"480","El Salvador","Americas",2007,71.878,6939688,5728.353514,1.14400000000001,586007
"481","Equatorial Guinea","Africa",1952,34.482,216964,375.6431231,0,0
"482","Equatorial Guinea","Africa",1957,35.983,232922,426.0964081,1.501,15958
"483","Equatorial Guinea","Africa",1962,37.485,249220,582.8419714,1.502,16298
"484","Equatorial Guinea","Africa",1967,38.987,259864,915.5960025,1.502,10644
"485","Equatorial Guinea","Africa",1972,40.516,277603,672.4122571,1.529,17739
"486","Equatorial Guinea","Africa",1977,42.024,192675,958.5668124,1.508,-84928
"487","Equatorial Guinea","Africa",1982,43.662,285483,927.8253427,1.638,92808
"488","Equatorial Guinea","Africa",1987,45.664,341244,966.8968149,2.002,55761
"489","Equatorial Guinea","Africa",1992,47.545,387838,1132.055034,1.881,46594
"490","Equatorial Guinea","Africa",1997,48.245,439971,2814.480755,0.699999999999996,52133
"491","Equatorial Guinea","Africa",2002,49.348,495627,7703.4959,1.103,55656
"492","Equatorial Guinea","Africa",2007,51.579,551201,12154.08975,2.231,55574
"493","Eritrea","Africa",1952,35.928,1438760,328.9405571,0,0
"494","Eritrea","Africa",1957,38.047,1542611,344.1618859,2.119,103851
"495","Eritrea","Africa",1962,40.158,1666618,380.9958433,2.111,124007
"496","Eritrea","Africa",1967,42.189,1820319,468.7949699,2.031,153701
"497","Eritrea","Africa",1972,44.142,2260187,514.3242082,1.953,439868
"498","Eritrea","Africa",1977,44.535,2512642,505.7538077,0.392999999999994,252455
"499","Eritrea","Africa",1982,43.89,2637297,524.8758493,-0.644999999999996,124655
"500","Eritrea","Africa",1987,46.453,2915959,521.1341333,2.563,278662
"501","Eritrea","Africa",1992,49.991,3668440,582.8585102,3.538,752481
"502","Eritrea","Africa",1997,53.378,4058319,913.47079,3.387,389879
"503","Eritrea","Africa",2002,55.24,4414865,765.3500015,1.862,356546
"504","Eritrea","Africa",2007,58.04,4906585,641.3695236,2.8,491720
"505","Ethiopia","Africa",1952,34.078,20860941,362.1462796,0,0
"506","Ethiopia","Africa",1957,36.667,22815614,378.9041632,2.589,1954673
"507","Ethiopia","Africa",1962,40.059,25145372,419.4564161,3.392,2329758
"508","Ethiopia","Africa",1967,42.115,27860297,516.1186438,2.056,2714925
"509","Ethiopia","Africa",1972,43.515,30770372,566.2439442,1.4,2910075
"510","Ethiopia","Africa",1977,44.51,34617799,556.8083834,0.994999999999997,3847427
"511","Ethiopia","Africa",1982,44.916,38111756,577.8607471,0.405999999999999,3493957
"512","Ethiopia","Africa",1987,46.684,42999530,573.7413142,1.768,4887774
"513","Ethiopia","Africa",1992,48.091,52088559,421.3534653,1.407,9089029
"514","Ethiopia","Africa",1997,49.402,59861301,515.8894013,1.311,7772742
"515","Ethiopia","Africa",2002,50.725,67946797,530.0535319,1.323,8085496
"516","Ethiopia","Africa",2007,52.947,76511887,690.8055759,2.222,8565090
"517","Finland","Europe",1952,66.55,4090500,6424.519071,0,0
"518","Finland","Europe",1957,67.49,4324000,7545.415386,0.939999999999998,233500
"519","Finland","Europe",1962,68.75,4491443,9371.842561,1.26000000000001,167443
"520","Finland","Europe",1967,69.83,4605744,10921.63626,1.08,114301
"521","Finland","Europe",1972,70.87,4639657,14358.8759,1.04000000000001,33913
"522","Finland","Europe",1977,72.52,4738902,15605.42283,1.64999999999999,99245
"523","Finland","Europe",1982,74.55,4826933,18533.15761,2.03,88031
"524","Finland","Europe",1987,74.83,4931729,21141.01223,0.280000000000001,104796
"525","Finland","Europe",1992,75.7,5041039,20647.16499,0.870000000000005,109310
"526","Finland","Europe",1997,77.13,5134406,23723.9502,1.42999999999999,93367
"527","Finland","Europe",2002,78.37,5193039,28204.59057,1.24000000000001,58633
"528","Finland","Europe",2007,79.313,5238460,33207.0844,0.942999999999998,45421
"529","France","Europe",1952,67.41,42459667,7029.809327,0,0
"530","France","Europe",1957,68.93,44310863,8662.834898,1.52000000000001,1851196
"531","France","Europe",1962,70.51,47124000,10560.48553,1.58,2813137
"532","France","Europe",1967,71.55,49569000,12999.91766,1.03999999999999,2445000
"533","France","Europe",1972,72.38,51732000,16107.19171,0.829999999999998,2163000
"534","France","Europe",1977,73.83,53165019,18292.63514,1.45,1433019
"535","France","Europe",1982,74.89,54433565,20293.89746,1.06,1268546
"536","France","Europe",1987,76.34,55630100,22066.44214,1.45,1196535
"537","France","Europe",1992,77.46,57374179,24703.79615,1.11999999999999,1744079
"538","France","Europe",1997,78.64,58623428,25889.78487,1.18000000000001,1249249
"539","France","Europe",2002,79.59,59925035,28926.03234,0.950000000000003,1301607
"540","France","Europe",2007,80.657,61083916,30470.0167,1.06699999999999,1158881
"541","Gabon","Africa",1952,37.003,420702,4293.476475,0,0
"542","Gabon","Africa",1957,38.999,434904,4976.198099,1.996,14202
"543","Gabon","Africa",1962,40.489,455661,6631.459222,1.48999999999999,20757
"544","Gabon","Africa",1967,44.598,489004,8358.761987,4.109,33343
"545","Gabon","Africa",1972,48.69,537977,11401.94841,4.092,48973
"546","Gabon","Africa",1977,52.79,706367,21745.57328,4.1,168390
"547","Gabon","Africa",1982,56.564,753874,15113.36194,3.774,47507
"548","Gabon","Africa",1987,60.19,880397,11864.40844,3.626,126523
"549","Gabon","Africa",1992,61.366,985739,13522.15752,1.176,105342
"550","Gabon","Africa",1997,60.461,1126189,14722.84188,-0.905000000000001,140450
"551","Gabon","Africa",2002,56.761,1299304,12521.71392,-3.7,173115
"552","Gabon","Africa",2007,56.735,1454867,13206.48452,-0.0260000000000034,155563
"553","Gambia","Africa",1952,30,284320,485.2306591,0,0
"554","Gambia","Africa",1957,32.065,323150,520.9267111,2.065,38830
"555","Gambia","Africa",1962,33.896,374020,599.650276,1.831,50870
"556","Gambia","Africa",1967,35.857,439593,734.7829124,1.961,65573
"557","Gambia","Africa",1972,38.308,517101,756.0868363,2.451,77508
"558","Gambia","Africa",1977,41.842,608274,884.7552507,3.534,91173
"559","Gambia","Africa",1982,45.58,715523,835.8096108,3.738,107249
"560","Gambia","Africa",1987,49.265,848406,611.6588611,3.685,132883
"561","Gambia","Africa",1992,52.644,1025384,665.6244126,3.379,176978
"562","Gambia","Africa",1997,55.861,1235767,653.7301704,3.217,210383
"563","Gambia","Africa",2002,58.041,1457766,660.5855997,2.18,221999
"564","Gambia","Africa",2007,59.448,1688359,752.7497265,1.407,230593
"565","Germany","Europe",1952,67.5,69145952,7144.114393,0,0
"566","Germany","Europe",1957,69.1,71019069,10187.82665,1.59999999999999,1873117
"567","Germany","Europe",1962,70.3,73739117,12902.46291,1.2,2720048
"568","Germany","Europe",1967,70.8,76368453,14745.62561,0.5,2629336
"569","Germany","Europe",1972,71,78717088,18016.18027,0.200000000000003,2348635
"570","Germany","Europe",1977,72.5,78160773,20512.92123,1.5,-556315
"571","Germany","Europe",1982,73.8,78335266,22031.53274,1.3,174493
"572","Germany","Europe",1987,74.847,77718298,24639.18566,1.047,-616968
"573","Germany","Europe",1992,76.07,80597764,26505.30317,1.223,2879466
"574","Germany","Europe",1997,77.34,82011073,27788.88416,1.27000000000001,1413309
"575","Germany","Europe",2002,78.67,82350671,30035.80198,1.33,339598
"576","Germany","Europe",2007,79.406,82400996,32170.37442,0.736000000000004,50325
"577","Ghana","Africa",1952,43.149,5581001,911.2989371,0,0
"578","Ghana","Africa",1957,44.779,6391288,1043.561537,1.63,810287
"579","Ghana","Africa",1962,46.452,7355248,1190.041118,1.67299999999999,963960
"580","Ghana","Africa",1967,48.072,8490213,1125.69716,1.62,1134965
"581","Ghana","Africa",1972,49.875,9354120,1178.223708,1.803,863907
"582","Ghana","Africa",1977,51.756,10538093,993.2239571,1.881,1183973
"583","Ghana","Africa",1982,53.744,11400338,876.032569,1.988,862245
"584","Ghana","Africa",1987,55.729,14168101,847.0061135,1.985,2767763
"585","Ghana","Africa",1992,57.501,16278738,925.060154,1.772,2110637
"586","Ghana","Africa",1997,58.556,18418288,1005.245812,1.055,2139550
"587","Ghana","Africa",2002,58.453,20550751,1111.984578,-0.102999999999994,2132463
"588","Ghana","Africa",2007,60.022,22873338,1327.60891,1.569,2322587
"589","Greece","Europe",1952,65.86,7733250,3530.690067,0,0
"590","Greece","Europe",1957,67.86,8096218,4916.299889,2,362968
"591","Greece","Europe",1962,69.51,8448233,6017.190733,1.65000000000001,352015
"592","Greece","Europe",1967,71,8716441,8513.097016,1.48999999999999,268208
"593","Greece","Europe",1972,72.34,8888628,12724.82957,1.34,172187
"594","Greece","Europe",1977,73.68,9308479,14195.52428,1.34,419851
"595","Greece","Europe",1982,75.24,9786480,15268.42089,1.55999999999999,478001
"596","Greece","Europe",1987,76.67,9974490,16120.52839,1.43000000000001,188010
"597","Greece","Europe",1992,77.03,10325429,17541.49634,0.359999999999999,350939
"598","Greece","Europe",1997,77.869,10502372,18747.69814,0.838999999999999,176943
"599","Greece","Europe",2002,78.256,10603863,22514.2548,0.387,101491
"600","Greece","Europe",2007,79.483,10706290,27538.41188,1.227,102427
"601","Guatemala","Americas",1952,42.023,3146381,2428.237769,0,0
"602","Guatemala","Americas",1957,44.142,3640876,2617.155967,2.119,494495
"603","Guatemala","Americas",1962,46.954,4208858,2750.364446,2.812,567982
"604","Guatemala","Americas",1967,50.016,4690773,3242.531147,3.062,481915
"605","Guatemala","Americas",1972,53.738,5149581,4031.408271,3.722,458808
"606","Guatemala","Americas",1977,56.029,5703430,4879.992748,2.291,553849
"607","Guatemala","Americas",1982,58.137,6395630,4820.49479,2.108,692200
"608","Guatemala","Americas",1987,60.782,7326406,4246.485974,2.645,930776
"609","Guatemala","Americas",1992,63.373,8486949,4439.45084,2.591,1160543
"610","Guatemala","Americas",1997,66.322,9803875,4684.313807,2.94900000000001,1316926
"611","Guatemala","Americas",2002,68.978,11178650,4858.347495,2.65599999999999,1374775
"612","Guatemala","Americas",2007,70.259,12572928,5186.050003,1.28100000000001,1394278
"613","Guinea","Africa",1952,33.609,2664249,510.1964923,0,0
"614","Guinea","Africa",1957,34.558,2876726,576.2670245,0.948999999999998,212477
"615","Guinea","Africa",1962,35.753,3140003,686.3736739,1.195,263277
"616","Guinea","Africa",1967,37.197,3451418,708.7595409,1.444,311415
"617","Guinea","Africa",1972,38.842,3811387,741.6662307,1.645,359969
"618","Guinea","Africa",1977,40.762,4227026,874.6858643,1.92,415639
"619","Guinea","Africa",1982,42.891,4710497,857.2503577,2.129,483471
"620","Guinea","Africa",1987,45.552,5650262,805.5724718,2.661,939765
"621","Guinea","Africa",1992,48.576,6990574,794.3484384,3.024,1340312
"622","Guinea","Africa",1997,51.455,8048834,869.4497668,2.879,1058260
"623","Guinea","Africa",2002,53.676,8807818,945.5835837,2.221,758984
"624","Guinea","Africa",2007,56.007,9947814,942.6542111,2.331,1139996
"625","Guinea-Bissau","Africa",1952,32.5,580653,299.850319,0,0
"626","Guinea-Bissau","Africa",1957,33.489,601095,431.7904566,0.988999999999997,20442
"627","Guinea-Bissau","Africa",1962,34.488,627820,522.0343725,0.999000000000002,26725
"628","Guinea-Bissau","Africa",1967,35.492,601287,715.5806402,1.004,-26533
"629","Guinea-Bissau","Africa",1972,36.486,625361,820.2245876,0.994,24074
"630","Guinea-Bissau","Africa",1977,37.465,745228,764.7259628,0.979000000000006,119867
"631","Guinea-Bissau","Africa",1982,39.327,825987,838.1239671,1.86199999999999,80759
"632","Guinea-Bissau","Africa",1987,41.245,927524,736.4153921,1.918,101537
"633","Guinea-Bissau","Africa",1992,43.266,1050938,745.5398706,2.021,123414
"634","Guinea-Bissau","Africa",1997,44.873,1193708,796.6644681,1.607,142770
"635","Guinea-Bissau","Africa",2002,45.504,1332459,575.7047176,0.631,138751
"636","Guinea-Bissau","Africa",2007,46.388,1472041,579.231743,0.884,139582
"637","Haiti","Americas",1952,37.579,3201488,1840.366939,0,0
"638","Haiti","Americas",1957,40.696,3507701,1726.887882,3.117,306213
"639","Haiti","Americas",1962,43.59,3880130,1796.589032,2.89400000000001,372429
"640","Haiti","Americas",1967,46.243,4318137,1452.057666,2.653,438007
"641","Haiti","Americas",1972,48.042,4698301,1654.456946,1.799,380164
"642","Haiti","Americas",1977,49.923,4908554,1874.298931,1.881,210253
"643","Haiti","Americas",1982,51.461,5198399,2011.159549,1.538,289845
"644","Haiti","Americas",1987,53.636,5756203,1823.015995,2.175,557804
"645","Haiti","Americas",1992,55.089,6326682,1456.309517,1.453,570479
"646","Haiti","Americas",1997,56.671,6913545,1341.726931,1.582,586863
"647","Haiti","Americas",2002,58.137,7607651,1270.364932,1.466,694106
"648","Haiti","Americas",2007,60.916,8502814,1201.637154,2.779,895163
"649","Honduras","Americas",1952,41.912,1517453,2194.926204,0,0
"650","Honduras","Americas",1957,44.665,1770390,2220.487682,2.753,252937
"651","Honduras","Americas",1962,48.041,2090162,2291.156835,3.376,319772
"652","Honduras","Americas",1967,50.924,2500689,2538.269358,2.883,410527
"653","Honduras","Americas",1972,53.884,2965146,2529.842345,2.96,464457
"654","Honduras","Americas",1977,57.402,3055235,3203.208066,3.518,90089
"655","Honduras","Americas",1982,60.909,3669448,3121.760794,3.507,614213
"656","Honduras","Americas",1987,64.492,4372203,3023.096699,3.58300000000001,702755
"657","Honduras","Americas",1992,66.399,5077347,3081.694603,1.907,705144
"658","Honduras","Americas",1997,67.659,5867957,3160.454906,1.26000000000001,790610
"659","Honduras","Americas",2002,68.565,6677328,3099.72866,0.905999999999992,809371
"660","Honduras","Americas",2007,70.198,7483763,3548.330846,1.633,806435
"661","Hong Kong, China","Asia",1952,60.96,2125900,3054.421209,0,0
"662","Hong Kong, China","Asia",1957,64.75,2736300,3629.076457,3.79,610400
"663","Hong Kong, China","Asia",1962,67.65,3305200,4692.648272,2.90000000000001,568900
"664","Hong Kong, China","Asia",1967,70,3722800,6197.962814,2.34999999999999,417600
"665","Hong Kong, China","Asia",1972,72,4115700,8315.928145,2,392900
"666","Hong Kong, China","Asia",1977,73.6,4583700,11186.14125,1.59999999999999,468000
"667","Hong Kong, China","Asia",1982,75.45,5264500,14560.53051,1.85000000000001,680800
"668","Hong Kong, China","Asia",1987,76.2,5584510,20038.47269,0.75,320010
"669","Hong Kong, China","Asia",1992,77.601,5829696,24757.60301,1.401,245186
"670","Hong Kong, China","Asia",1997,80,6495918,28377.63219,2.399,666222
"671","Hong Kong, China","Asia",2002,81.495,6762476,30209.01516,1.495,266558
"672","Hong Kong, China","Asia",2007,82.208,6980412,39724.97867,0.712999999999994,217936
"673","Hungary","Europe",1952,64.03,9504000,5263.673816,0,0
"674","Hungary","Europe",1957,66.41,9839000,6040.180011,2.38,335000
"675","Hungary","Europe",1962,67.96,10063000,7550.359877,1.55,224000
"676","Hungary","Europe",1967,69.5,10223422,9326.64467,1.54000000000001,160422
"677","Hungary","Europe",1972,69.76,10394091,10168.65611,0.260000000000005,170669
"678","Hungary","Europe",1977,69.95,10637171,11674.83737,0.189999999999998,243080
"679","Hungary","Europe",1982,69.39,10705535,12545.99066,-0.560000000000002,68364
"680","Hungary","Europe",1987,69.58,10612740,12986.47998,0.189999999999998,-92795
"681","Hungary","Europe",1992,69.17,10348684,10535.62855,-0.409999999999997,-264056
"682","Hungary","Europe",1997,71.04,10244684,11712.7768,1.87,-104000
"683","Hungary","Europe",2002,72.59,10083313,14843.93556,1.55,-161371
"684","Hungary","Europe",2007,73.338,9956108,18008.94444,0.74799999999999,-127205
"685","Iceland","Europe",1952,72.49,147962,7267.688428,0,0
"686","Iceland","Europe",1957,73.47,165110,9244.001412,0.980000000000004,17148
"687","Iceland","Europe",1962,73.68,182053,10350.15906,0.210000000000008,16943
"688","Iceland","Europe",1967,73.73,198676,13319.89568,0.0499999999999972,16623
"689","Iceland","Europe",1972,74.46,209275,15798.06362,0.72999999999999,10599
"690","Iceland","Europe",1977,76.11,221823,19654.96247,1.65000000000001,12548
"691","Iceland","Europe",1982,76.99,233997,23269.6075,0.879999999999995,12174
"692","Iceland","Europe",1987,77.23,244676,26923.20628,0.240000000000009,10679
"693","Iceland","Europe",1992,78.77,259012,25144.39201,1.53999999999999,14336
"694","Iceland","Europe",1997,78.95,271192,28061.09966,0.180000000000007,12180
"695","Iceland","Europe",2002,80.5,288030,31163.20196,1.55,16838
"696","Iceland","Europe",2007,81.757,301931,36180.78919,1.25700000000001,13901
"697","India","Asia",1952,37.373,372000000,546.5657493,0,0
"698","India","Asia",1957,40.249,409000000,590.061996,2.876,37000000
"699","India","Asia",1962,43.605,454000000,658.3471509,3.35599999999999,45000000
"700","India","Asia",1967,47.193,506000000,700.7706107,3.588,52000000
"701","India","Asia",1972,50.651,567000000,724.032527,3.45800000000001,61000000
"702","India","Asia",1977,54.208,634000000,813.337323,3.557,67000000
"703","India","Asia",1982,56.596,708000000,855.7235377,2.388,74000000
"704","India","Asia",1987,58.553,788000000,976.5126756,1.957,80000000
"705","India","Asia",1992,60.223,872000000,1164.406809,1.67,84000000
"706","India","Asia",1997,61.765,959000000,1458.817442,1.542,87000000
"707","India","Asia",2002,62.879,1034172547,1746.769454,1.114,75172547
"708","India","Asia",2007,64.698,1110396331,2452.210407,1.819,76223784
"709","Indonesia","Asia",1952,37.468,82052000,749.6816546,0,0
"710","Indonesia","Asia",1957,39.918,90124000,858.9002707,2.45,8072000
"711","Indonesia","Asia",1962,42.518,99028000,849.2897701,2.6,8904000
"712","Indonesia","Asia",1967,45.964,109343000,762.4317721,3.446,10315000
"713","Indonesia","Asia",1972,49.203,121282000,1111.107907,3.239,11939000
"714","Indonesia","Asia",1977,52.702,136725000,1382.702056,3.499,15443000
"715","Indonesia","Asia",1982,56.159,153343000,1516.872988,3.457,16618000
"716","Indonesia","Asia",1987,60.137,169276000,1748.356961,3.978,15933000
"717","Indonesia","Asia",1992,62.681,184816000,2383.140898,2.544,15540000
"718","Indonesia","Asia",1997,66.041,199278000,3119.335603,3.36,14462000
"719","Indonesia","Asia",2002,68.588,211060000,2873.91287,2.547,11782000
"720","Indonesia","Asia",2007,70.65,223547000,3540.651564,2.06200000000001,12487000
"721","Iran","Asia",1952,44.869,17272000,3035.326002,0,0
"722","Iran","Asia",1957,47.181,19792000,3290.257643,2.312,2520000
"723","Iran","Asia",1962,49.325,22874000,4187.329802,2.14400000000001,3082000
"724","Iran","Asia",1967,52.469,26538000,5906.731805,3.144,3664000
"725","Iran","Asia",1972,55.234,30614000,9613.818607,2.765,4076000
"726","Iran","Asia",1977,57.702,35480679,11888.59508,2.468,4866679
"727","Iran","Asia",1982,59.62,43072751,7608.334602,1.918,7592072
"728","Iran","Asia",1987,63.04,51889696,6642.881371,3.42,8816945
"729","Iran","Asia",1992,65.742,60397973,7235.653188,2.70200000000001,8508277
"730","Iran","Asia",1997,68.042,63327987,8263.590301,2.3,2930014
"731","Iran","Asia",2002,69.451,66907826,9240.761975,1.40899999999999,3579839
